,text,target
27767,coffee with bee sunday tradition but last one of the semester,0
27768,is going to school tomorrow,0
27769,sicky pooo massive headache and yucky coughhh blahhh,0
27770,hates studying it s so boring,0
27771,all good things must come to an end i m so sad asot,0
27772,the am was the bomb now i can t wait to get out these church clothes and heels lawd my pinky toe hurts lol,0
27773,it s just sucky it had to be this way,0
27774,thats got to be the worst penalty ive ever seen,0
27775,tomorrow is school,0
27776,i concur dizzy i didn t come round today til nearly pm thats really bad early night for me i am sure,0
27777,head still hurts from yesterday,0
27778,link not working for me,0
27779,miss you,0
27780,had a dream bout nick last night i miss him,0
27781,i saw it on the th i kinda rocked my world but mitchel was only in one scene which made me a little upset,0
27782,i can figure out the activ but other than that i would never remember the others,0
27783,yeah its crappy weather bleh,0
27784,thinks it s too nice to be cooped up inside at work always like this on work days and it s going to rain the next few and i have off,0
27785,i ate a bunch of green ones once and got no results,0
27786,sqworl is sad,0
27787,outta church and it s raining no fq fest today,0
27788,loves dreaming about my daddy but hates waking up from them happy birthday daddy,0
27789,shh don t ruin my happiness,0
27790,how do you lose a video camera you poor thing,0
27791,i want my laptop now dammittt,0
27792,i m not going to see mom it was cancel anyways i m watching a really great movie haha,0
27793,celebrities take over twitter kick geeks aside this is exactly why twitter isn t as special anymore,0
27794,i wish that your drive could have been better but how was the cook off sorry i couldn t make it,0
27795,the song looking for alaska is gunna make me cry like the book,0
27796,aww im sorry my lap top died on me,0
27797,restless and bored and the dishes are done now too,0
27798,yeah you should get it lol i want a bb aswell but there isn t any good ones atm,0
27799,hubby had to work today,0
27800,aw i didn t win aar tickets i was the texter,0
27801,video is offically finished i m just adding bits bobs to it as we speak i just need to convert mpeg to wma can t be bothered,0
27802,snow covered mountains picture does not do them justice they always look smaller in pictures,0
27803,yeah those are a no go he doesn t seem to be interested in the fantastic stories and we had sideways untouched,0
27804,oh sonnuva that blows,0
27805,can t get her own picture on twitted i fail,0
27806,yes the iphone has changed my connected life it s just sad the network can t support high usage venues sxsw coachella macworld,0
27807,oh what happened,0
27808,my tummy hurts,0
27809,one of my favourite trees has been butchered by some evil gardeners,0
27810,new phone for less than a week and it drowned last niiiight fuuuuck,0
27811,me neither,0
27812,i can t wait for my back to heal week without my rockin of the starry night peeps,0
27813,cant be bothered with coursework grrrrrrr,0
27814,home from the football game my head hurts so bad,0
27815,lunch at granny s too muddy to rope today,0
27816,is having one of those days where you make coffee and forget to put coffee in then come back again to see you forgot to push start,0
27817,fun soccer game today we shoulda won tho,0
27818,ugh we have hours an min til we have to be at church its gonna be a long afternoon,0
27819,awwh i was too busy having no life to ask a question,0
27820,oh man such a friggin nice day today and i m stuck doing taxes,0
27821,im rachel aw hope you find that cookie,0
27822,i m hungry and irritated,0
27823,had a pretty good time on my trip beginning and ending were the best then had to come home,0
27824,yeah that sucks what time is it in america its so much better there thats where all my dreams will come true,0
27825,so i still have the headache i had last night not cool grrr coffeeee yes i havent been awake long haha,0
27826,and so hungry but no worries mom is cooking turkey today,0
27827,today was a bit of a sunday morning musical mahem i was hitting lots of sour notes don t like it when that happens,0
27828,i can t believe it s pm already had such a good day anyone know how to cope without a mobile i obv work too far away to give it up,0
27829,sorry for over tweeting this evening,0
27830,waiting for the red lg lotus to come in stock it s on back order,0
27831,i dont want it to be overrrrrrr asot,0
27832,yes i can understand it was a very sad day,0
27833,saw a cat with no eyes at petcetra,0
27834,that happens a lot i could be talking about guitars and my friends will look at me as if i made a pervy comment,0
27835,cat deeley is a baggies fan too although these days she is probably a la galaxy fan,0
27836,got anything funny to post i need a pick me up,0
27837,moz cancelled again poor akila,0
27838,i ve now been in the countryside for days already i have left chaos in my wake i want to come back to the city,0
27839,phew made it to grace cathedral w one minute to spare no time for breakfast though,0
27840,i get that all the time at the store i had a girl who phoned head office once i was just explaining how her beer was made,0
27841,neither sounds like a good thing,0
27842,thank you having a tough time with blogger too,0
27843,for personal use i always use safari but our product supports only ie,0
27844,but just gotta thank god cause i know it couldve been worse girls night out turned into chanels week in,0
27845,i hate to leave the big city but work tomorrow back to my reality,0
27846,i am actually good at cooking pancakes i think i should be a chef n school tomorrow it s going to be seriously boring,0
27847,why can t i use hoot suite,0
27848,i just saw thee cutest pair of shoes but its the last pair not my size,0
27849,im getting bored of twitter nobody replies this only seems like a pit of crocodiles huge mouths and no ears,0
27850,i lost like followers,0
27851,this bowl of pho is not that good,0
27852,took your advice got mimi s still feel like crap though,0
27853,thank god rafa won my weekend would have been a complete disaster if he d lost too imo fergie made a huge error of judgement,0
27854,still cant log in using a twitter app i dunno why any thoughts,0
